Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
1178,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts  ,Rebellion Developments  ,7.5,,0.9,0.47,,0.32,1.68
1179,Time Crisis,PS,1997,Shooter,Namco  ,Namco  ,8.5,,0.38,0.87,0.33,0.1,1.68
1180,We Ski,Wii,2008,Sports,Namco Bandai  ,Bandai Namco Games  ,7.1,,0.97,0.41,0.14,0.15,1.68
1181,The Sims: Superstar,PC,2003,Simulation,Electronic Arts  ,Maxis  ,,,1.67,0.0,,,1.68
1182,Monster Hunter Double Cross,3DS,2017,Action,Capcom  ,Capcom  ,,,,,1.68,,1.68
1183,Metroid Fusion,GBA,2002,Adventure,Nintendo  ,Nintendo R&D1  ,9.0,,1.18,0.27,0.17,0.06,1.68
1184,SSX 3,PS2,2003,Sports,EA Sports BIG   ,EA Canada  ,,,0.93,0.52,,0.22,1.67
1185,Madden NFL 2001,PS,2000,Sports,EA Sports  ,EA Sports  ,,,1.58,0.05,,0.04,1.67
1186,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,8.7,,0.96,0.42,0.08,0.21,1.67
1187,Star Wars Battlefront II,XB,2005,Shooter,LucasArts  ,Pandemic Studios  ,,,1.22,0.39,,0.06,1.67
1188,Disney's DuckTales,NES,1989,Platform,Capcom  ,Capcom  ,,,0.91,0.3,0.42,0.04,1.67
1189,"Monsters, Inc.",GBA,2001,Adventure,THQ  ,Artificial Mind and Movement  ,,,0.59,0.95,0.03,0.1,1.67
1190,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision  ,Neversoft  ,,,1.09,0.49,0.02,0.07,1.67
1191,StarCraft II: Heart of the Swarm,PC,2013,Strategy,Blizzard Entertainment  ,Blizzard Entertainment  ,8.9,,0.85,0.68,,0.14,1.67
1192,PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios  ,Bizarre Creations  ,8.9,,0.97,0.59,0.04,0.07,1.67
1193,Destiny,PS3,2014,Shooter,Activision  ,Bungie  ,,,0.69,0.59,0.13,0.26,1.67
1194,Fight Night Round 3,PS3,2006,Fighting,EA Sports  ,EA Chicago  ,,,0.81,0.58,0.01,0.26,1.67
1195,Spy Hunter,PS2,2001,Racing,Midway Games  ,Paradigm Entertainment  ,,,1.13,0.32,,0.22,1.67
1196,NCAA Football 2004,PS2,2003,Sports,Electronic Arts  ,EA Tiburon  ,8.1,,1.35,0.09,,0.23,1.67
1197,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ  ,Heavy Iron Studios  ,5.8,,1.08,0.45,,0.14,1.67
1198,Big Beach Sports,Wii,2008,Sports,THQ  ,HB Studios Multimedia  ,4.9,,0.45,1.02,,0.2,1.66
1199,Disney Infinity,Wii,2013,Misc,Disney Interactive Studios  ,Unknown  ,,,1.06,0.44,,0.16,1.66
1200,Street Fighter II': Special Champion Edition,GEN,1993,Fighting,Capcom  ,Capcom  ,,,1.0,0.3,0.31,0.04,1.66
1201,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft  ,Ubisoft Montreal  ,7.8,,0.93,0.56,,0.16,1.66
1202,SSX,PS2,2000,Sports,EA Sports BIG   ,EA Canada  ,,,0.78,0.61,0.06,0.2,1.66
1203,NBA Ballers,PS2,2004,Sports,Midway Games  ,Midway  ,,,0.81,0.63,,0.21,1.66
1204,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo  ,HAL Laboratory  ,7.6,,0.58,0.21,0.79,0.07,1.66
1205,NBA Live 2003,PS2,2002,Sports,EA Sports  ,EA Canada  ,,,1.25,0.15,0.03,0.22,1.66
1206,NBA 2K15,X360,2014,Sports,2K Sports  ,Visual Concepts  ,,,1.37,0.11,,0.17,1.66
1207,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari  ,Spike  ,,,0.96,0.12,0.54,0.04,1.66
1208,Yoshi's New Island,3DS,2014,Platform,Nintendo  ,Arzest  ,,,0.51,0.74,0.29,0.11,1.66
1209,Ms. Pac-Man,2600,1982,Puzzle,Atari  ,General Entertainment  ,,,1.54,0.1,,0.02,1.65
1210,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts  ,Krome Studios  ,,,1.21,0.3,,0.14,1.65
1211,Mario Party 6,GC,2004,Misc,Nintendo  ,Hudson Soft  ,7.2,,0.9,0.11,0.6,0.05,1.65
1212,Super Scope 6,SNES,1992,Shooter,Nintendo  ,Nintendo R&D1  ,,,1.06,0.38,0.15,0.05,1.65
1213,Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment  ,Ninja Theory  ,8.0,,0.57,0.73,0.06,0.29,1.65
1214,MySims,Wii,2007,Simulation,Electronic Arts  ,EA Redwood Shores  ,7.1,,0.9,0.54,0.04,0.17,1.65
1215,Need for Speed Carbon,X360,2006,Racing,Electronic Arts  ,EA Black Box  ,7.9,,0.76,0.69,0.02,0.18,1.65
1216,Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Role-Playing,Enix  ,Matrix Software  ,,,,,1.65,,1.65
1217,Watch Dogs,XOne,2014,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,,,0.91,0.59,,0.15,1.64
1218,Persona 5,PS4,2017,Role-Playing,Atlus  ,Atlus  ,,,0.62,0.34,0.48,0.2,1.64
1219,Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo  ,Flagship  ,7.9,,0.8,0.05,0.76,0.03,1.64
1220,Army of Two,X360,2008,Shooter,Electronic Arts  ,EA Montreal  ,6.7,,1.09,0.37,0.02,0.16,1.64
1221,Dig Dug,2600,1983,Puzzle,Atari  ,Atari  ,,,1.52,0.1,,0.02,1.64
1222,Ghosts 'n Goblins,NES,1986,Platform,Capcom  ,Micronics  ,,,0.74,0.26,0.61,0.03,1.64
1223,Tom Clancy's Rainbow Six,PS,1999,Shooter,Red Storm Entertainment  ,Rebellion Developments  ,,,0.93,0.63,,0.08,1.64
1224,Tiger Woods PGA Tour 2003,PS2,2002,Sports,EA Sports  ,EA Redwood Shores  ,,,0.8,0.63,,0.21,1.64
1225,NBA Live 06 (All region sales),PS2,2005,Sports,EA Sports  ,EA Canada  ,,,1.44,0.15,,0.05,1.64
1226,Prince of Persia: Warrior Within,PS2,2004,Adventure,Ubisoft  ,Ubisoft Montreal  ,,,0.54,0.88,,0.22,1.64
1227,ESPN NFL 2K5,XB,2004,Sports,Sega  ,Visual Concepts  ,,,1.54,0.02,,0.07,1.63
1228,Pikmin,GC,2001,Strategy,Nintendo  ,Nintendo EAD  ,8.1,,0.78,0.25,0.56,0.04,1.63
1229,Max Payne 3,X360,2012,Shooter,Rockstar Games  ,Rockstar Vancouver  ,,,0.86,0.62,0.01,0.13,1.63
1230,Dead Rising 3,XOne,2013,Action,Microsoft Studios  ,Capcom  ,,,1.06,0.4,0.01,0.15,1.63
1231,Tiger Woods PGA Tour 2004,PS2,2003,Sports,EA Sports  ,EA Redwood Shores  ,,,1.18,0.34,,0.1,1.63
1232,Ape Escape,PS,1999,Platform,Sony Computer Entertainment  ,SCE Japan Studio  ,9.3,,0.71,0.48,0.32,0.11,1.63
1233,NCAA Football 2005,PS2,2004,Sports,EA Sports  ,EA Tiburon  ,,,1.32,0.09,,0.22,1.62
1234,Kinectimals,X360,2010,Simulation,Microsoft Game Studios  ,Frontier Studio  ,7.5,,1.02,0.46,0.0,0.14,1.62
1235,Viva Pinata,X360,2006,Simulation,Microsoft Game Studios  ,Rare Ltd.  ,8.4,,0.45,0.95,0.02,0.2,1.62
1236,Uncharted: Golden Abyss,PSV,2012,Action,Sony Computer Entertainment  ,SCEA Bend Studio / Naughty Dog  ,7.9,,0.53,0.71,0.13,0.25,1.62
1237,Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,Activision  ,Neversoft Entertainment  ,,,0.8,0.63,0.01,0.19,1.62
1238,Call of Duty: Black Ops,PC,2010,Shooter,Activision  ,Treyarch  ,8.5,,0.58,0.82,,0.23,1.62
1239,The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment  ,Ready at Dawn  ,6.2,,0.44,0.86,0.07,0.25,1.62
1240,Kirby Air Ride,GC,2003,Racing,Nintendo  ,HAL Laboratory  ,6.4,,1.01,0.11,0.45,0.04,1.62
1241,Rock Band,PS3,2007,Misc,MTV Games  ,Harmonix Music Systems  ,9.1,,0.99,0.41,,0.22,1.62
1242,Sled Storm,PS,1999,Racing,Electronic Arts  ,EA Canada  ,,,0.9,0.61,,0.11,1.62
1243,Dragon Quest IV: Chapters of the Chosen,DS,2008,Role-Playing,Square Enix  ,ArtePiazza  ,8.1,8.0,0.3,0.02,1.27,0.03,1.62
1244,NFL Street 2,PS2,2004,Sports,EA Sports BIG   ,EA Tiburon  ,,,0.79,0.62,,0.21,1.61
1245,Baseball,GB,1989,Sports,Nintendo  ,Nintendo  ,,,0.66,0.27,0.65,0.03,1.61
1246,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami  ,Konami Computer Entertainment Shinjuku  ,,,,,1.61,0.01,1.61
1247,Super Mario Strikers,GC,2005,Sports,Nintendo  ,Next Level Games  ,8.0,,0.98,0.38,0.2,0.04,1.61
1248,Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment  ,Relentless Software  ,,,,1.18,,0.43,1.61
1249,SpongeBob's Atlantis SquarePantis,DS,2007,Adventure,THQ  ,Altron  ,,,1.49,0.0,,0.11,1.61
1250,Tom Clancy's Ghost Recon Wildlands,XOne,2017,Shooter,Ubisoft  ,Ubisoft Paris  ,7.7,,0.98,0.48,,0.15,1.61
1251,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo  ,Square Enix  ,7.1,,0.98,0.04,0.49,0.09,1.61
1252,Dragon Quest VII: Fragments of the Forgotten Past,3DS,2016,Role-Playing,Nintendo  ,ArtePiazza  ,,,0.13,0.13,1.31,0.02,1.61
1253,Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks  ,MachineGames  ,,,0.48,0.84,0.03,0.25,1.61
1254,Rage,X360,2011,Shooter,Bethesda Softworks  ,id Software  ,7.9,,0.82,0.6,0.03,0.15,1.6
1255,Gears of War: Judgment,X360,2013,Shooter,Microsoft Studios  ,People Can Fly / Epic Games  ,,,0.92,0.51,0.03,0.14,1.6
1256,Madden NFL 15,XOne,2014,Sports,EA Sports  ,EA Tiburon  ,,,1.34,0.1,,0.17,1.6
1257,Midnight Club 3: DUB Edition (America/Others Sales),PS2,2005,Racing,Rockstar Games  ,Rockstar San Diego  ,,,1.3,0.23,,0.07,1.6
1258,F-1 World Grand Prix,N64,1998,Racing,Video System  ,Paradigm Entertainment  ,,,0.46,0.96,0.09,0.08,1.6
1259,River Raid,2600,1982,Shooter,Activision  ,Activision  ,,,1.49,0.09,,0.02,1.6
1260,Just Cause 2,X360,2010,Action,Square Enix  ,Avalanche Studios  ,8.0,,0.59,0.83,0.02,0.17,1.6
1261,Silent Hill,PS,1999,Adventure,Konami  ,KCET  ,8.9,,0.71,0.48,0.3,0.1,1.6
1262,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Role-Playing,Square Enix  ,Square Enix  ,7.5,,0.88,0.27,0.34,0.1,1.6
1263,Sonic Heroes,GC,2004,Platform,Sega  ,Sonic Team  ,7.2,,1.05,0.44,0.06,0.04,1.6
1264,ESPN NBA 2K5,PS2,2004,Sports,Sega  ,Visual Concepts  ,,,1.26,0.12,,0.21,1.59
1265,Sonic Generations,PS3,2011,Platform,Sega  ,Sonic Team  ,7.3,,0.6,0.72,0.02,0.25,1.59
1266,LEGO Harry Potter: Years 1-4,X360,2010,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.9,,0.95,0.5,,0.14,1.59
1267,Diablo,PC,1996,Role-Playing,Blizzard Entertainment  ,Blizzard Entertainment  ,8.7,,0.01,1.58,,,1.59
1268,The Legend of Zelda: Twilight Princess,GC,2006,Adventure,Nintendo  ,Nintendo EAD  ,9.5,,1.15,0.36,0.04,0.04,1.59
1269,Far Cry 2,X360,2008,Shooter,Ubisoft  ,Ubisoft Montreal  ,8.5,,0.72,0.69,0.02,0.18,1.59
1270,Soul Blade,PS,1997,Fighting,Namco  ,Namco  ,8.6,,0.61,0.41,0.46,0.1,1.59
1271,Mario Bros.,2600,1983,Platform,Atari  ,Atari  ,,,1.48,0.09,,0.02,1.59
1272,Pokémon Battle Revolution,Wii,2007,Role-Playing,Nintendo  ,Genius Sonority Inc.  ,5.2,,0.78,0.37,0.3,0.13,1.59
1273,Pro Evolution Soccer 2008,PS3,2008,Sports,Konami  ,Konami  ,7.1,,0.04,1.1,0.32,0.13,1.59
1274,FIFA 16,X360,2015,Sports,EA Sports  ,EA Canada  ,9.0,,0.59,0.88,,0.12,1.59
1275,NASCAR 2000,PS,1999,Racing,EA Sports  ,Stormfront Studios  ,,,0.88,0.6,,0.1,1.59
1276,Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami  ,Bemani  ,,,0.94,0.48,0.01,0.15,1.58
1277,Final Fantasy XIV Online,PC,2010,MMO,Square Enix  ,Square Enix  ,5.3,,0.93,0.48,,0.16,1.58
1278,SoulCalibur IV,X360,2008,Fighting,Namco Bandai  ,Project Soul  ,8.3,,0.92,0.43,0.07,0.15,1.58
1279,Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.88,0.6,,0.1,1.58
1280,Rise of the Tomb Raider,XOne,2015,Adventure,Square Enix  ,Crystal Dynamics  ,,,0.61,0.82,0.03,0.12,1.58
1281,Devil May Cry 4,PS3,2008,Action,Capcom  ,Capcom  ,8.2,8.2,0.58,0.45,0.34,0.2,1.58
1282,Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games  ,Digital Eclipse  ,,,0.85,0.65,,0.08,1.58
1283,Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  ,,,0.97,0.46,,0.14,1.58
1284,Detroit: Become Human,PS4,2018,Adventure,Sony Interactive Entertainment  ,Quantic Dream  ,8.0,,0.55,0.67,0.12,0.24,1.57
1285,LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios  ,Traveller's Tales  ,7.5,,0.73,0.69,,0.15,1.57
1286,Pro Evolution Soccer 2010,PS2,2009,Sports,Konami  ,Konami  ,7.2,,0.1,0.18,0.12,1.16,1.57
1287,NCAA Football 2002,PS2,2001,Sports,EA Sports  ,EA Tiburon  ,,,0.77,0.6,,0.2,1.57
1288,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision  ,Vicarious Visions  ,,,0.84,0.57,,0.16,1.57
1289,Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision  ,Mind Candy  ,,,0.38,0.98,,0.21,1.57
1290,Dragon Quest V: Hand of the Heavenly Bride,DS,2009,Role-Playing,Square Enix  ,ArtePiazza  ,8.6,,0.17,0.02,1.36,0.02,1.57
1291,Conflict: Desert Storm,PS2,2002,Shooter,Gotham Games  ,Pivotal Games  ,,,0.98,0.53,,0.06,1.57
1292,Mario Party 7,GC,2005,Misc,Nintendo  ,Hudson Soft  ,6.0,,0.95,0.11,0.46,0.04,1.57
1293,High School Musical 3: Senior Year,DS,2008,Misc,Disney Interactive Studios  ,Griptonite Games  ,,,0.63,0.76,,0.18,1.57
1294,Carnival Games: Mini Golf,Wii,2008,Sports,2K Play  ,Cat Daddy Games  ,,,0.86,0.55,,0.15,1.56
1295,Smuggler's Run,PS2,2000,Racing,Rockstar Games  ,Rockstar San Diego  ,,,0.77,0.6,,0.2,1.56
1296,Fight Night Round 3,PS2,2006,Fighting,EA Sports  ,EA Chicago  ,,,1.07,0.4,,0.1,1.56
1297,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive  ,NetherRealm Studios  ,8.4,,1.06,0.31,,0.19,1.56
1298,Donkey Kong Classics,NES,1988,Platform,Nintendo  ,Nintendo  ,,,0.59,0.14,0.81,0.02,1.56
1299,Hannah Montana: Music Jam,DS,2007,Action,Disney Interactive Studios  ,Fall Line Studio  ,,,1.05,0.36,,0.15,1.56
1300,Pokémon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo  ,ChunSoft  ,5.7,,0.57,0.43,0.44,0.12,1.56
1301,Twisted Metal,PS,1995,Action,Sony Computer Entertainment  ,SingleTrac  ,7.0,,1.32,0.19,,0.05,1.56
1302,Final Fight,SNES,1991,Action,Capcom  ,Capcom  ,10.0,,0.67,0.17,0.69,0.03,1.56
1303,MySims Kingdom,DS,2008,Simulation,Electronic Arts  ,EA Redwood Shores  ,,,0.8,0.59,0.01,0.16,1.56
1304,Mafia II,X360,2010,Action,2K Games  ,Illusion Softworks  ,7.2,,0.85,0.55,,0.15,1.56
1305,Dragon Quest Monsters 2: Cobi's Journey,GB,2001,Role-Playing,Enix  ,TOSE Software  ,,,,,1.56,0.0,1.56
1306,Pokémon Pinball: Ruby & Sapphire (Old all region sales),GBA,2003,Misc,Nintendo  ,Jupiter Corporation  ,,,0.68,0.38,0.44,0.05,1.56
1307,Stuntman,PS2,2002,Racing,Atari  ,Reflections Interactive  ,,,0.76,0.59,,0.2,1.55
1308,Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft  ,Ubisoft Montreal / Red Storm Entertainment  ,,,0.91,0.57,,0.07,1.55
1309,BioShock 2,PS3,2010,Shooter,2K Games  ,2K Marin  ,8.5,,0.85,0.46,0.02,0.22,1.55
1310,Dishonored,PS3,2013,Shooter,Bethesda Softworks  ,Arkane Studios  ,,,0.72,0.54,0.04,0.26,1.55
1311,Guitar Hero 5,Wii,2009,Misc,Activision  ,Vicarious Visions  ,8.9,,0.92,0.48,,0.15,1.55
1312,007: The World is Not Enough,N64,2000,Shooter,Electronic Arts  ,Eurocom Entertainment Software  ,7.4,,1.13,0.38,0.02,0.03,1.55
1313,Spider-Man 2: Enter: Electro,PS,2001,Action,Activision  ,Vicarious Visions  ,,,0.57,0.87,0.02,0.09,1.55
1314,Battlefield V,XOne,2018,Shooter,Electronic Arts  ,EA DICE  ,,,1.05,0.35,,0.15,1.55
1315,Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios  ,Westwood Studios  ,,,1.55,0.0,,,1.55
1316,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games  ,CyberConnect2  ,,,0.71,0.47,0.12,0.24,1.54
1317,Need for Speed: Most Wanted (2012),X360,2012,Racing,Electronic Arts  ,Criterion Games  ,8.5,,0.62,0.79,0.01,0.12,1.54
1318,Ni no Kuni: Wrath of the White Witch,PS3,2013,Role-Playing,Namco Bandai Games  ,Level 5/Studio Ghibli  ,,,0.6,0.51,0.21,0.22,1.54
1319,Go Vacation,Wii,2011,Misc,Namco Bandai  ,Namco Bandai Games  ,7.0,,0.42,0.66,0.33,0.13,1.54
1320,NBA 2K14,PS4,2013,Sports,2K Sports  ,Visual Concepts  ,,,0.91,0.35,0.01,0.27,1.54
1321,Active Life: Outdoor Challenge,Wii,2008,Sports,Namco Bandai  ,High Horse Entertainment  ,,,0.78,0.43,0.19,0.14,1.54
1322,Dark Cloud,PS2,2001,Role-Playing,Sony Computer Entertainment  ,Level 5  ,8.2,,0.83,0.44,0.08,0.19,1.54
1323,Warcraft III: The Frozen Throne,PC,2003,Strategy,Blizzard Entertainment  ,Blizzard Entertainment  ,9.2,,0.58,0.87,,0.09,1.54
1324,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft  ,Ubisoft Paris  ,9.1,,1.4,0.02,0.02,0.1,1.54
1325,MVP Baseball 2005,PS2,2005,Sports,EA Sports  ,EA Canada  ,,,1.26,0.07,,0.21,1.54
1326,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive  ,Probe Entertainment Limited  ,8.5,,0.85,0.58,,0.1,1.54
1327,Mortal Kombat 3,SNES,1995,Fighting,Williams Entertainment  ,Sculptured Software  ,,,1.19,0.29,,0.05,1.53
1328,NFL GameDay 99,PS,1998,Sports,989 Studios  ,Red Line Studios  ,,,1.44,0.05,,0.04,1.53
1329,Disney Infinity,X360,2013,Misc,Disney Interactive Studios  ,Unknown  ,,,1.04,0.35,,0.15,1.53
1330,Yokai Watch 3: Sushi / Tempura / Sukiyaki,3DS,2016,Role-Playing,Level 5  ,Level 5  ,,,,0.03,1.5,0.0,1.53
1331,Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo  ,Camelot Software Planning  ,8.1,,1.09,0.15,0.25,0.04,1.53
1332,Tiger Woods 99 PGA Tour Golf,PS,1998,Sports,EA Sports  ,EA Sports  ,,,0.85,0.58,,0.1,1.53
1333,Resident Evil: The Umbrella Chronicles,Wii,2007,Shooter,Capcom  ,Cavia Inc.  ,7.5,8.0,0.67,0.43,0.29,0.14,1.52
1334,Knockout Kings,PS,1998,Fighting,EA Sports  ,Press Start Inc.  ,,,1.07,0.39,,0.06,1.52
1335,The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts  ,The Code Monkeys  ,,,0.36,0.9,,0.27,1.52
1336,Disney Fairies: Tinker Bell,DS,2008,Adventure,Disney Interactive Studios  ,Hyde  ,,,0.85,0.51,0.01,0.15,1.52
1337,Fight Night Round 4,PS3,2009,Fighting,EA Sports  ,EA Canada  ,8.6,,0.92,0.4,,0.2,1.52
1338,Pro Evolution Soccer 2013,PS3,2012,Sports,Konami Digital Entertainment  ,Konami  ,,,0.18,0.65,0.49,0.2,1.52
1339,NASCAR 98,PS,1997,Racing,EA Sports  ,Stormfront Studios  ,,,1.43,0.05,,0.04,1.52
1340,F1 Race,NES,1984,Racing,Nintendo  ,Nintendo  ,,,,,1.52,0.0,1.52
1341,Xevious,NES,1990,Shooter,Namco  ,Namco  ,,,0.18,0.06,1.27,0.01,1.52
1342,NASCAR 99,PS,1998,Racing,EA Sports  ,Stormfront Studios  ,,,1.45,0.04,,0.04,1.52
1343,Forza Motorsport 7,XOne,2017,Racing,Microsoft Studios  ,Turn 10 Studios  ,8.9,,0.58,0.81,0.01,0.12,1.52
1344,NBA Live 2000,PS,1999,Sports,EA Sports  ,NuFX  ,,,1.43,0.05,,0.03,1.52
1345,Super Monkey Ball 2,GC,2002,Puzzle,Sega  ,Amusement Vision  ,,,1.11,0.31,0.06,0.04,1.52
1346,Sonic Rivals 2,PSP,2007,Racing,Sega  ,Backbone Entertainment  ,6.4,,0.44,0.7,,0.37,1.52
1347,Dead Space 2,X360,2011,Shooter,Electronic Arts  ,Visceral Games  ,9.1,,0.94,0.44,,0.13,1.52
1348,Puzzle & Dragons,3DS,2013,Puzzle,GungHo Online Entertainment  ,GungHo Online Entertainment  ,,,,,1.52,,1.52
1349,MySims Kingdom,Wii,2008,Simulation,Electronic Arts  ,EA Redwood Shores  ,,,0.7,0.64,0.01,0.16,1.52
1350,Yoshi's Woolly World,WiiU,2015,Platform,Nintendo  ,Good-Feel  ,7.4,6.0,0.74,0.53,0.12,0.12,1.52
1351,Pac-Man World 2,PS2,2002,Action,Namco  ,Namco  ,,,1.26,0.05,,0.21,1.51
1352,Call of Duty: Black Ops II,PC,2012,Shooter,Activision  ,Treyarch  ,,,0.66,0.7,,0.15,1.51
1353,Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Shooter,Activision  ,Treyarch  ,7.2,8.9,0.94,0.43,,0.14,1.51
1354,Tomb Raider: Definitive Edition,PS4,2014,Action-Adventure,Square Enix  ,Crystal Dynamics  ,,,0.47,0.74,0.06,0.23,1.51
1355,Call of Duty 3,PS3,2006,Shooter,Activision  ,Treyarch  ,7.7,,0.6,0.63,0.03,0.26,1.51
1356,Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts  ,LucasArts  ,6.3,,0.8,0.5,,0.21,1.51
1357,Mega Man 2,NES,1989,Platform,Capcom  ,Capcom  ,,,0.93,0.15,0.42,0.01,1.51
1358,Simpsons Wrestling,PS,2001,Fighting,Activision  ,Big Ape Productions  ,,,0.23,1.16,,0.11,1.51
1359,The Simpsons Game,DS,2007,Platform,Electronic Arts  ,Griptonite Games  ,,,0.56,0.78,,0.17,1.51
1360,Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment  ,Iguana Entertainment  ,8.9,,1.14,0.32,0.05,,1.51
1361,NBA Live 98,PS,1997,Sports,EA Sports  ,EA Canada  ,,,1.41,0.06,,0.04,1.51
1362,The Simpsons Game,PS2,2007,Platform,Electronic Arts  ,EA Redwood Shores  ,,,0.35,0.03,,1.13,1.51
1363,Madden NFL 19,XOne,2018,Sports,EA Sports  ,EA Tiburon  ,,,1.33,0.02,,0.16,1.51
1364,Monopoly,PS,1997,Misc,Hasbro Interactive  ,Gremlin Interactive  ,,,1.18,0.27,,0.05,1.51
1365,SoulCalibur II,GC,2003,Fighting,Namco  ,Namco  ,9.2,,0.99,0.32,0.11,0.08,1.5
1366,Tokyo Xtreme Racer Zero,PS2,2001,Racing,Crave Entertainment  ,Genki  ,,,0.66,0.52,0.15,0.17,1.5
1367,Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games  ,Dimps Corporation  ,7.1,,0.54,0.59,0.14,0.23,1.5
1368,Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment  ,PlatinumGames  ,9.0,,0.47,0.41,0.44,0.18,1.5
1369,NFL Blitz,PS,1998,Sports,Midway Games  ,Midway Games  ,9.1,,1.41,0.05,,0.04,1.5
1370,Red Faction II,PS2,2002,Shooter,THQ  ,Volition Inc.  ,8.6,,0.49,0.78,,0.23,1.5
1371,Rayman Legends,PS4,2014,Platform,Ubisoft  ,Ubisoft Montpellier  ,,,0.22,1.05,,0.23,1.5
1372,Madden NFL 2001,PS2,2000,Sports,EA Sports  ,EA Sports  ,,,1.19,0.07,0.05,0.2,1.5
1373,Ice Climber,NES,1985,Platform,Nintendo  ,Nintendo R&D1  ,,,0.46,0.1,0.92,0.02,1.5
1374,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Platform,Hudson Soft  ,Hudson Soft  ,,,,,1.5,0.0,1.5
1375,Sonic CD,SCD,1993,Platform,Sega  ,Sonic Team  ,,,1.0,0.36,0.09,0.05,1.5
1376,WWF No Mercy,N64,2000,Fighting,THQ  ,Aki Corp.  ,9.1,,1.2,0.27,0.02,0.02,1.5
1377,Rock Band 2,PS3,2008,Misc,MTV Games  ,Harmonix Music Systems  ,8.9,,1.13,0.2,,0.16,1.5
1378,Football Manager 2012,PC,2011,Sports,Sega  ,Sega  ,8.5,,0.02,1.16,,0.32,1.5
1379,Pac-Man World,PS,1999,Action,Namco  ,Namco  ,,,1.21,0.14,0.1,0.04,1.5
1380,Mass Effect: Andromeda,PS4,2017,Role-Playing,Electronic Arts  ,BioWare Corp.  ,,,0.58,0.67,,0.25,1.49
1381,Mafia II,PS3,2010,Action,2K Games  ,Illusion Softworks  ,7.0,,0.5,0.7,0.04,0.25,1.49
1382,Dead Rising 2,X360,2010,Action,Capcom  ,Blue Castle Games  ,8.2,,0.75,0.53,0.09,0.13,1.49
1383,Final Fantasy: Crystal Chronicles,GC,2004,Role-Playing,Nintendo  ,Square Enix  ,7.7,7.5,0.72,0.38,0.36,0.04,1.49
1384,Medal of Honor: Frontline,XB,2002,Shooter,Electronic Arts  ,EA Los Angeles  ,,,1.0,0.43,,0.06,1.49
1385,Madden NFL 15,PS3,2014,Sports,EA Sports  ,EA Tiburon  ,,,1.11,0.11,,0.28,1.49
1386,Madden NFL 09,PS2,2008,Sports,EA Sports  ,EA Tiburon  ,,,1.22,0.0,,0.27,1.49
